词语	词性	词频	一元概率
自然	n	5	0.000033
总面积	n	5	0.000033
租房	v	5	0.000033
最高	a	5	0.000033
最佳	z	5	0.000033
尊重	v	5	0.000033
--	wp	4	0.000026
1.3亿	m	4	0.000026
1.7亿	m	4	0.000026
1.8亿	m	4	0.000026
15.5亿	m	4	0.000026
15.9亿	m	4	0.000026
2.8亿	m	4	0.000026
2004年	t	4	0.000026
2020年	t	4	0.000026
21.5亿	m	4	0.000026
21日	t	4	0.000026
22日	t	4	0.000026
2500万	m	4	0.000026
28日	t	4	0.000026
3.6亿	m	4	0.000026
3万	m	4	0.000026
4.7亿	m	4	0.000026
400万	m	4	0.000026
5.2亿	m	4	0.000026
50万	m	4	0.000026
5月	t	4	0.000026
6.3亿	m	4	0.000026
7.7亿	m	4	0.000026
7亿	m	4	0.000026
90万	m	4	0.000026
9日	t	4	0.000026
lang	n	4	0.000026
rang	v	4	0.000026
安保	n	4	0.000026
安分	a	4	0.000026
安居工程	nl	4	0.000026
案件	n	4	0.000026
办公楼	n	4	0.000026
办事	vi	4	0.000026
保留	v	4	0.000026
保税	vn	4	0.000026
宝钢	n	4	0.000026
报刊	n	4	0.000026
本次	r	4	0.000026
本外币	n	4	0.000026
泵站	n	4	0.000026
比赛	vn	4	0.000026
毕业生	n	4	0.000026
便民	vn	4	0.000026
标准煤	n	4	0.000026
并重	vi	4	0.000026
补充	vn	4	0.000026
不动产	n	4	0.000026
步骤	n	4	0.000026
部署	v	4	0.000026
层面	n	4	0.000026
查询	v	4	0.000026
查阅	v	4	0.000026
拆除	v	4	0.000026
长度	n	4	0.000026
车工	n	4	0.000026
成品油	n	4	0.000026
成人	n	4	0.000026
承接	v	4	0.000026
承诺	v	4	0.000026
持有	v	4	0.000026
驰骋	v	4	0.000026
充分	a	4	0.000026
初步	b	4	0.000026
出国	vn	4	0.000026
出纳	n	4	0.000026
创建	vn	4	0.000026
此次	rz	4	0.000026
搭建	v	4	0.000026
搭桥	vi	4	0.000026
打击	v	4	0.000026
大道	n	4	0.000026
大酒店	n	4	0.000026
大楼	n	4	0.000026
大气	n	4	0.000026
代表大会	n	4	0.000026
单独	d	4	0.000026
档案馆	n	4	0.000026
导购员	n	4	0.000026
地价	n	4	0.000026
第九	m	4	0.000026
第六	m	4	0.000026
第十二	m	4	0.000026
第十四	m	4	0.000026
第五	m	4	0.000026
递交	v	4	0.000026
电控	vn	4	0.000026
电气	n	4	0.000026
调节	v	4	0.000026
调解	vn	4	0.000026
定位	vn	4	0.000026
独资	b	4	0.000026
短期	b	4	0.000026
兑现	v	4	0.000026
对接	vi	4	0.000026
对外开放	vl	4	0.000026
发达国家	nl	4	0.000026
发电	vn	4	0.000026
法院	n	4	0.000026
法制	n	4	0.000026
法治	n	4	0.000026
防护	vn	4	0.000026
防治	v	4	0.000026
废止	v	4	0.000026
分成	vi	4	0.000026
分工	vd	4	0.000026
分散	a	4	0.000026
分行	n	4	0.000026
冯国勤	nr	4	0.000026
负荷	n	4	0.000026
富豪	n	4	0.000026
高耗能	n	4	0.000026
各界	rz	4	0.000026
工商局	n	4	0.000026
供给	vn	4	0.000026
公共性	n	4	0.000026
公务员	n	4	0.000026
购房	v	4	0.000026
骨干	n	4	0.000026
股东	n	4	0.000026
广度	n	4	0.000026
规模化	vn	4	0.000026
规章制度	nl	4	0.000026
国际化	vn	4	0.000026
国民党	n	4	0.000026
海关	n	4	0.000026
涵盖	v	4	0.000026
寒假	t	4	0.000026
杭州湾	ns	4	0.000026
核电	n	4	0.000026
核准	v	4	0.000026
合作	vd	4	0.000026
盒饭	n	4	0.000026
虹口	ns	4	0.000026
后台	n	4	0.000026
互联	vi	4	0.000026
花园	n	4	0.000026
华山	ns	4	0.000026
黄标	nr	4	0.000026
活跃	a	4	0.000026
货运	n	4	0.000026
机房	n	4	0.000026
机组	n	4	0.000026
集散	vn	4	0.000026
集约化	vd	4	0.000026
集中	a	4	0.000026
家居	n	4	0.000026
家门口	n	4	0.000026
加以	vx	4	0.000026
驾驶员	n	4	0.000026
监测	v	4	0.000026
监管	v	4	0.000026
检验	vn	4	0.000026
见习	vn	4	0.000026
奖励	v	4	0.000026
教委	n	4	0.000026
教育	v	4	0.000026
接收	v	4	0.000026
解放	v	4	0.000026
借鉴	v	4	0.000026
借款人	n	4	0.000026
介绍所	n	4	0.000026
经办	vn	4	0.000026
经过	p	4	0.000026
经纪人	n	4	0.000026
景区	n	4	0.000026
境内	s	4	0.000026
纠正	vn	4	0.000026
就读	vi	4	0.000026
均衡	a	4	0.000026
开办	v	4	0.000026
开发商	n	4	0.000026
开垦	v	4	0.000026
开拓	v	4	0.000026
勘探	vn	4	0.000026
可比价格	nl	4	0.000026
客房	n	4	0.000026
客运量	n	4	0.000026
控股	vn	4	0.000026
快速	b	4	0.000026
亏损	vn	4	0.000026
栏目	n	4	0.000026
老公	n	4	0.000026
离退休	vn	4	0.000026
利用	vn	4	0.000026
立法	vn	4	0.000026
立项	vn	4	0.000026
联合	vn	4	0.000026
联盟	n	4	0.000026
连续	ad	4	0.000026
粮食局	n	4	0.000026
临时	d	4	0.000026
领取	v	4	0.000026
流域	n	4	0.000026
流转税	n	4	0.000026
路网	n	4	0.000026
旅行社	n	4	0.000026
落地	vi	4	0.000026
麻烦	an	4	0.000026
美术	n	4	0.000026
门户	n	4	0.000026
民政	n	4	0.000026
民政局	n	4	0.000026
名下	n	4	0.000026
纳税	vi	4	0.000026
南京东路	ns	4	0.000026
年代	n	4	0.000026
年内	t	4	0.000026
女足	n	4	0.000026
配套	v	4	0.000026
配置	v	4	0.000026
批复	vn	4	0.000026
票务	n	4	0.000026
品质	n	4	0.000026
平板	n	4	0.000026
平方公里	q	4	0.000026
平衡	v	4	0.000026
器材	n	4	0.000026
前列	n	4	0.000026
前往	v	4	0.000026
桥梁	n	4	0.000026
切身利益	nl	4	0.000026
清算	vn	4	0.000026
权利	n	4	0.000026
确定性	n	4	0.000026
入境	vn	4	0.000026
入账	vi	4	0.000026
散装	b	4	0.000026
上解	v	4	0.000026
上门	vi	4	0.000026
上网	vn	4	0.000026
上涨	vn	4	0.000026
社会保险	nl	4	0.000026
社情民意	nl	4	0.000026
设置	vn	4	0.000026
生产线	n	4	0.000026
师范大学	n	4	0.000026
施行	v	4	0.000026
十四	m	4	0.000026
食品类	n	4	0.000026
实地	d	4	0.000026
实业	n	4	0.000026
世纪	n	4	0.000026
世界杯	n	4	0.000026
市长	n	4	0.000026
试验	vn	4	0.000026
受托	vn	4	0.000026
数码	n	4	0.000026
水泥	n	4	0.000026
水资源	n	4	0.000026
税金	n	4	0.000026
死亡率	n	4	0.000026
虽然	c	4	0.000026
索尼	nz	4	0.000026
所有制	n	4	0.000026
台湾	ns	4	0.000026
太阳能	n	4	0.000026
唐登杰	nr	4	0.000026
提成	vn	4	0.000026
提问	vn	4	0.000026
体制性	n	4	0.000026
天天	d	4	0.000026
填写	v	4	0.000026
贴息	n	4	0.000026
通行	vi	4	0.000026
通行	vn	4	0.000026
同级	b	4	0.000026
统筹兼顾	vl	4	0.000026
突出	ad	4	0.000026
推出	v	4	0.000026
挖掘	v	4	0.000026
外地	s	4	0.000026
外来	b	4	0.000026
外贸	n	4	0.000026
外围	f	4	0.000026
完备	a	4	0.000026
为此	bl	4	0.000026
为了	p	4	0.000026
委员	n	4	0.000026
未能	v	4	0.000026
卫星	n	4	0.000026
文中	nr2	4	0.000026
稳定性	n	4	0.000026
稳中求进	vl	4	0.000026
五中全会	n	4	0.000026
吸收	v	4	0.000026
系统	ad	4	0.000026
下半年	t	4	0.000026
下列	b	4	0.000026
闲置	vi	4	0.000026
闲置	vn	4	0.000026
显著	ad	4	0.000026
县级	b	4	0.000026
相符	vi	4	0.000026
香港	ns	4	0.000026
消化	v	4	0.000026
小金库	n	4	0.000026
星巴克	nz	4	0.000026
星级	b	4	0.000026
宣传	v	4	0.000026
选择	vn	4	0.000026
学费	n	4	0.000026
学前教育	nl	4	0.000026
押运	v	4	0.000026
研究生	n	4	0.000026
延期	vi	4	0.000026
演出	vn	4	0.000026
演进	vn	4	0.000026
验收	vn	4	0.000026
杨浦区	ns	4	0.000026
阳光	n	4	0.000026
阳光	nz	4	0.000026
养殖场	n	4	0.000026
业务费	n	4	0.000026
一般	ad	4	0.000026
一直	d	4	0.000026
以内	f	4	0.000026
意义	n	4	0.000026
异议	n	4	0.000026
因此	c	4	0.000026
营运	vn	4	0.000026
优秀	a	4	0.000026
有价证券	nl	4	0.000026
预测	v	4	0.000026
预防	vn	4	0.000026
原来	b	4	0.000026
原有	vn	4	0.000026
院校	n	4	0.000026
约束	vn	4	0.000026
跃居	v	4	0.000026
允许	v	4	0.000026
运转	vi	4	0.000026
在内	u	4	0.000026
噪声	n	4	0.000026
择业	vn	4	0.000026
增长率	n	4	0.000026
增多	v	4	0.000026
增值	vn	4	0.000026
占地	v	4	0.000026
站点	n	4	0.000026
招商	vn	4	0.000026
这次	r	4	0.000026
这样	rzv	4	0.000026
真实	a	4	0.000026
真正	d	4	0.000026
征地	vn	4	0.000026
整洁	a	4	0.000026
正在	d	4	0.000026
证明	vn	4	0.000026
之后	f	4	0.000026
职称	n	4	0.000026
指挥部	n	4	0.000026
至今	d	4	0.000026
致使	v	4	0.000026
置换	vn	4	0.000026
治安	n	4	0.000026
中间	f	4	0.000026
中山	ns	4	0.000026
终身	n	4	0.000026
重组	vn	4	0.000026
周三	t	4	0.000026
珠宝	n	4	0.000026
株洲	ns	4	0.000026
逐年	d	4	0.000026
助老	vn	4	0.000026
助学金	n	4	0.000026
转换	v	4	0.000026
转让	v	4	0.000026
转让	vn	4	0.000026
转入	v	4	0.000026
壮大	v	4	0.000026
自来水	n	4	0.000026
综合楼	n	4	0.000026
总公司	n	4	0.000026
总数	n	4	0.000026
纵向	n	4	0.000026
租用	v	4	0.000026
最终	d	4	0.000026
10.1亿	m	3	0.00002
11.4亿	m	3	0.00002
11.8亿	m	3	0.00002
12.1亿	m	3	0.00002
1300万	m	3	0.00002
14.6亿	m	3	0.00002
15.6亿	m	3	0.00002
15日	t	3	0.00002
15万	m	3	0.00002
15亿	m	3	0.00002
17.1亿	m	3	0.00002
19日	t	3	0.00002
2.3亿	m	3	0.00002
2.5亿	m	3	0.00002
2.7亿	m	3	0.00002
2.9亿	m	3	0.00002
2000万	m	3	0.00002
2002年	t	3	0.00002
2008-2012	m	3	0.00002
20日	t	3	0.00002
20万	m	3	0.00002
20亿	m	3	0.00002
23亿	m	3	0.00002
25.2亿	m	3	0.00002
25万	m	3	0.00002
2亿	m	3	0.00002
3.7亿	m	3	0.00002
3.8亿	m	3	0.00002
30亿	m	3	0.00002
3G	n	3	0.00002
4.3亿	m	3	0.00002
4.5亿	m	3	0.00002
4.9亿	m	3	0.00002
40万	m	3	0.00002
5.1亿	m	3	0.00002
5.7万	m	3	0.00002
5.9亿	m	3	0.00002
6.4亿	m	3	0.00002
6月份	t	3	0.00002
7.9亿	m	3	0.00002
9亿	m	3	0.00002
IPTV	n	3	0.00002
LTE	n	3	0.00002
SONY	n	3	0.00002
Tbps	n	3	0.00002
[2006]	n	3	0.00002
com	n	3	0.00002
com:office:office	n	3	0.00002
hk354	n	3	0.00002
namespace	n	3	0.00002
schemas	n	3	0.00002
urn	n	3	0.00002
xml	n	3	0.00002
安定	an	3	0.00002
安居乐业	vl	3	0.00002
安稳	ad	3	0.00002
按质论价	vl	3	0.00002
澳门	ns	3	0.00002
百万	m	3	0.00002
颁布	v	3	0.00002
帮扶	v	3	0.00002
剥离	vi	3	0.00002
保安	n	3	0.00002
保管	v	3	0.00002
保洁	b	3	0.00002
保尽保	nr	3	0.00002
保全	vn	3	0.00002
报销	v	3	0.00002
报修	vn	3	0.00002
北岸	s	3	0.00002
毕业	v	3	0.00002
闭幕式	n	3	0.00002
必要	a	3	0.00002
编辑	n	3	0.00002
变频	vn	3	0.00002
标识	n	3	0.00002
表格	n	3	0.00002
别墅	n	3	0.00002
并购	vn	3	0.00002
拨款	vi	3	0.00002
补偿费	n	3	0.00002
补助	v	3	0.00002
不得	vi	3	0.00002
不善	a	3	0.00002
不予	v	3	0.00002
不再	d	3	0.00002
步入	v	3	0.00002
部位	n	3	0.00002
财综	n	3	0.00002
参考	vn	3	0.00002
操作	v	3	0.00002
策划	v	3	0.00002
测绘	vn	3	0.00002
查处	vn	3	0.00002
查看	v	3	0.00002
差价	n	3	0.00002
产出	vn	3	0.00002
产能	vn	3	0.00002
产销	n	3	0.00002
常态	n	3	0.00002
长期	d	3	0.00002
超市	n	3	0.00002
超收	vn	3	0.00002
陈某	nr	3	0.00002
承包	v	3	0.00002
承诺	vn	3	0.00002
承载	vn	3	0.00002
承租人	n	3	0.00002
持续	vi	3	0.00002
筹资	vi	3	0.00002
筹资	vn	3	0.00002
出版	vn	3	0.00002
出厂	vn	3	0.00002
出借	v	3	0.00002
传承	vn	3	0.00002
创作	vn	3	0.00002
慈善	a	3	0.00002
次年	t	3	0.00002
村村	n	3	0.00002
村镇	n	3	0.00002
大大	d	3	0.00002
大于	v	3	0.00002
大众	n	3	0.00002
单价	n	3	0.00002
当代	t	3	0.00002
党校	n	3	0.00002
党组织	n	3	0.00002
导航	vn	3	0.00002
导入	v	3	0.00002
到期	vi	3	0.00002
道歉	vi	3	0.00002
德国	nsf	3	0.00002
登录	v	3	0.00002
抵扣	v	3	0.00002
第八	m	3	0.00002
第一产业	nl	3	0.00002
电场	n	3	0.00002
调出	v	3	0.00002
调价	vn	3	0.00002
定价	vi	3	0.00002
定期	b	3	0.00002
定位	vi	3	0.00002
东明	nr2	3	0.00002
董家渡	nr	3	0.00002
都江堰市	ns	3	0.00002
都市	n	3	0.00002
独立	ad	3	0.00002
锻炼	v	3	0.00002
对接	vn	3	0.00002
对应	vi	3	0.00002
多变	z	3	0.00002
多媒体	n	3	0.00002
多元化	vn	3	0.00002
遏制	v	3	0.00002
而是	c	3	0.00002
而言	uls	3	0.00002
发明	v	3	0.00002
繁荣	an	3	0.00002
反腐倡廉	vl	3	0.00002
方便	v	3	0.00002
防灾	vn	3	0.00002
放缓	v	3	0.00002
非洲	nsf	3	0.00002
飞机	n	3	0.00002
废气	n	3	0.00002
废弃物	n	3	0.00002
分工	vn	3	0.00002
分批	d	3	0.00002
分期	d	3	0.00002
分为	v	3	0.00002
否则	c	3	0.00002
辐射	vn	3	0.00002
幅度	n	3	0.00002
服务性	n	3	0.00002
抚恤	vn	3	0.00002
付费	v	3	0.00002
付款	vn	3	0.00002
付息	vi	3	0.00002
负担	n	3	0.00002
负债表	n	3	0.00002
改扩建	vn	3	0.00002
感谢信	n	3	0.00002
刚性	n	3	0.00002
高层次	n	3	0.00002
高档	b	3	0.00002
高等	b	3	0.00002
高架道路	n	3	0.00002
隔壁	s	3	0.00002
各个	rz	3	0.00002
根本	a	3	0.00002
更换	v	3	0.00002
更新	vn	3	0.00002
工业区	n	3	0.00002
公报	n	3	0.00002
公共场所	n	3	0.00002
巩固	v	3	0.00002
共建	v	3	0.00002
沟通	vn	3	0.00002
构成	v	3	0.00002
构筑物	n	3	0.00002
购进	v	3	0.00002
购物	vi	3	0.00002
鼓励类	n	3	0.00002
管理处	n	3	0.00002
惯例	n	3	0.00002
光缆	n	3	0.00002
规程	n	3	0.00002
规则	n	3	0.00002
归属	vn	3	0.00002
滚动	vd	3	0.00002
国产	b	3	0.00002
国家机关	nl	3	0.00002
国税	n	3	0.00002
国务院办公厅	nt	3	0.00002
过渡	vn	3	0.00002
孩子	n	3	0.00002
海量	n	3	0.00002
海外	s	3	0.00002
韩国	nsf	3	0.00002
核查	vn	3	0.00002
核实	v	3	0.00002
和风	n	3	0.00002
合伙	vn	3	0.00002
合杰	nr	3	0.00002
狠抓	v	3	0.00002
衡山	ns	3	0.00002
红色	n	3	0.00002
红十字会	nl	3	0.00002
后世	n	3	0.00002
护照	n	3	0.00002
华府	n	3	0.00002
还本	vi	3	0.00002
还是	c	3	0.00002
缓慢	a	3	0.00002
换届	vn	3	0.00002
回升	v	3	0.00002
惠农	ns	3	0.00002
汇聚	v	3	0.00002
火灾	n	3	0.00002
获取	v	3	0.00002
基本建设	nl	3	0.00002
机械化	vn	3	0.00002
吉祥物	n	3	0.00002
集市	n	3	0.00002
集体经济	nl	3	0.00002
急救	v	3	0.00002
急诊	n	3	0.00002
即将	d	3	0.00002
技师	n	3	0.00002
计入	v	3	0.00002
纪念馆	n	3	0.00002
家庭设备	n	3	0.00002
家用	b	3	0.00002
加速	vi	3	0.00002
坚定	a	3	0.00002
简介	n	3	0.00002
简历	n	3	0.00002
减税	vn	3	0.00002
建管	vn	3	0.00002
奖学金	n	3	0.00002
交叉	vd	3	0.00002
角度	n	3	0.00002
接到	v	3	0.00002
截止	vi	3	0.00002
节点	n	3	0.00002
节水	vn	3	0.00002
结存	n	3	0.00002
介入	v	3	0.00002
届时	d	3	0.00002
金山	nz	3	0.00002
金杨	ns	3	0.00002
进步	vn	3	0.00002
近年来	dl	3	0.00002
近日	t	3	0.00002
精心	ad	3	0.00002
经济效益	n	3	0.00002
经纪	n	3	0.00002
经纪	vn	3	0.00002
警用	b	3	0.00002
敬老院	n	3	0.00002
竞争性	n	3	0.00002
净化	v	3	0.00002
救援	vn	3	0.00002
救灾	vn	3	0.00002
居家	vn	3	0.00002
局面	n	3	0.00002
聚集	v	3	0.00002
距离	n	3	0.00002
开放式	b	3	0.00002
开放型	b	3	0.00002
开设	v	3	0.00002
开业	vi	3	0.00002
开支	n	3	0.00002
考核	v	3	0.00002
考评	vn	3	0.00002
客流	n	3	0.00002
课题	n	3	0.00002
控制力	n	3	0.00002
跨国	b	3	0.00002
跨越式	b	3	0.00002
款物	n	3	0.00002
来信	vi	3	0.00002
牢固	ad	3	0.00002
理财	vn	3	0.00002
礼仪	n	3	0.00002
利用率	n	3	0.00002
立案	vi	3	0.00002
联动	vd	3	0.00002
连锁	vn	3	0.00002
两岸	n	3	0.00002
列为	v	3	0.00002
劣势	n	3	0.00002
留存	v	3	0.00002
流动	vn	3	0.00002
录入	v	3	0.00002
旅游者	n	3	0.00002
煤气	n	3	0.00002
媒体	n	3	0.00002
门诊	n	3	0.00002
弥补	v	3	0.00002
秘书长	n	3	0.00002
免除	v	3	0.00002
免费	vd	3	0.00002
面试	vi	3	0.00002
民航	n	3	0.00002
民间	n	3	0.00002
民政部门	n	3	0.00002
哪些	ry	3	0.00002
南方	s	3	0.00002
南汇区	ns	3	0.00002
难点	n	3	0.00002
年检	n	3	0.00002
年均	v	3	0.00002
农田	n	3	0.00002
拍卖	v	3	0.00002
排污	vn	3	0.00002
派出	v	3	0.00002
培训	v	3	0.00002
赔款	vn	3	0.00002
配送	v	3	0.00002
棚户区	n	3	0.00002
批复	v	3	0.00002
披露	v	3	0.00002
票据	n	3	0.00002
聘请	v	3	0.00002
平安	an	3	0.00002
平均	ad	3	0.00002
凭证	n	3	0.00002
评议	v	3	0.00002
葡萄架	n	3	0.00002
普及	v	3	0.00002
浦江	ns	3	0.00002
其余	rz	3	0.00002
气象台	n	3	0.00002
千方百计	dl	3	0.00002
强调	v	3	0.00002
切入点	n	3	0.00002
青草	n	3	0.00002
青浦	ns	3	0.00002
区公所	n	3	0.00002
权限	n	3	0.00002
全程	n	3	0.00002
全局	n	3	0.00002
全体	n	3	0.00002
全天候	b	3	0.00002
缺口	n	3	0.00002
确立	v	3	0.00002
人防	n	3	0.00002
日报	n	3	0.00002
日期	n	3	0.00002
如今	t	3	0.00002
入住	v	3	0.00002
擅自	d	3	0.00002
商场	n	3	0.00002
上班	vi	3	0.00002
上海港	ns	3	0.00002
社会保险金	n	3	0.00002
社交	n	3	0.00002
申城	ns	3	0.00002
申请	vn	3	0.00002
深入	a	3	0.00002
渗透	v	3	0.00002
渗透	vn	3	0.00002
生活	vi	3	0.00002
省市	n	3	0.00002
施工	vi	3	0.00002
十八	m	3	0.00002
时代	n	3	0.00002
时候	n	3	0.00002
实践	v	3	0.00002
实验	vn	3	0.00002
实用	vn	3	0.00002
势头	n	3	0.00002
市郊	s	3	0.00002
市政协	n	3	0.00002
收购	vn	3	0.00002
首要	b	3	0.00002
受到	v	3	0.00002
梳理	v	3	0.00002
属地化	vn	3	0.00002
数控	n	3	0.00002
双重	b	3	0.00002
水产	n	3	0.00002
税源	n	3	0.00002
顺利	a	3	0.00002
苏州	ns	3	0.00002
索引	n	3	0.00002
摊位	n	3	0.00002
剔除	v	3	0.00002
提前	vd	3	0.00002
体育场	n	3	0.00002
体育运动	n	3	0.00002
统一性	n	3	0.00002
投诉	v	3	0.00002
投向	v	3	0.00002
推开	v	3	0.00002
退出	v	3	0.00002
妥善	ad	3	0.00002
外事	n	3	0.00002
外滩	ns	3	0.00002
完全	ad	3	0.00002
万分	d	3	0.00002
网络化	v	3	0.00002
往返	vi	3	0.00002
微电子	n	3	0.00002
文号	n	3	0.00002
文明	a	3	0.00002
文史	n	3	0.00002
文书	n	3	0.00002
文物	n	3	0.00002
文献	n	3	0.00002
我市	r	3	0.00002
五星级	b	3	0.00002
西门	n	3	0.00002
希望	v	3	0.00002
戏剧	n	3	0.00002
细胞	n	3	0.00002
辖区	n	3	0.00002
下拨	v	3	0.00002
下同	vi	3	0.00002
现实	a	3	0.00002
现实	n	3	0.00002
县委	n	3	0.00002
相比	vi	3	0.00002
小东	nr2	3	0.00002
小时	n	3	0.00002
小学	n	3	0.00002
协调	a	3	0.00002
协调	an	3	0.00002
协商	vn	3	0.00002
协作	vn	3	0.00002
新馆	n	3	0.00002
信访件	n	3	0.00002
星期四	t	3	0.00002
修改	vn	3	0.00002
许可证	n	3	0.00002
学位	n	3	0.00002
巡回	vd	3	0.00002
压缩	v	3	0.00002
亚洲	ns	3	0.00002
严峻	a	3	0.00002
研究院	n	3	0.00002
演艺	n	3	0.00002
养护	vn	3	0.00002
邀请	v	3	0.00002
业绩	n	3	0.00002
业务员	n	3	0.00002
一起	d	3	0.00002
一起	s	3	0.00002
一切	rz	3	0.00002
医技	n	3	0.00002
衣着	n	3	0.00002
遗产	n	3	0.00002
艺术节	n	3	0.00002
异常	d	3	0.00002
饮用水	n	3	0.00002
尹奉吉	nr	3	0.00002
营业	vn	3	0.00002
迎难而上	vl	3	0.00002
影视	b	3	0.00002
用车	n	3	0.00002
用电量	n	3	0.00002
优先	v	3	0.00002
忧患	n	3	0.00002
邮件	n	3	0.00002
邮轮	n	3	0.00002
油价	n	3	0.00002
游客	n	3	0.00002
有关	p	3	0.00002
有机	b	3	0.00002
有效期	n	3	0.00002
友好	a	3	0.00002
雨水	n	3	0.00002
遇到	v	3	0.00002
预防	v	3	0.00002
原来	d	3	0.00002
源头	n	3	0.00002
约定	vn	3	0.00002
运动场	n	3	0.00002
运动会	n	3	0.00002
运输业	n	3	0.00002
灾难	n	3	0.00002
灾区	n	3	0.00002
再生	vn	3	0.00002
在建	vn	3	0.00002
在校	b	3	0.00002
造船	vn	3	0.00002
增长点	n	3	0.00002
增收节支	vl	3	0.00002
增资	v	3	0.00002
宅基地	n	3	0.00002
展览	vn	3	0.00002
招展	vi	3	0.00002
兆瓦	q	3	0.00002
召集	v	3	0.00002
折扣	n	3	0.00002
这种	r	3	0.00002
诊疗	vn	3	0.00002
争议	vn	3	0.00002
直属	b	3	0.00002
植物园	n	3	0.00002
执法	vi	3	0.00002
指定	vn	3	0.00002
指南	n	3	0.00002
志愿者	n	3	0.00002
制约	v	3	0.00002
滞后	v	3	0.00002
治理	v	3	0.00002
中华	nz	3	0.00002
中路	n	3	0.00002
中小学	n	3	0.00002
终止	v	3	0.00002
重复	vn	3	0.00002
重在	v	3	0.00002
舟山	ns	3	0.00002
周三	nr	3	0.00002
周围	f	3	0.00002
竹园	n	3	0.00002
主流	n	3	0.00002
著名	a	3	0.00002
住宿	v	3	0.00002
注入	v	3	0.00002
抓紧	v	3	0.00002
专门	b	3	0.00002
转发	v	3	0.00002
装置	n	3	0.00002
准备金	n	3	0.00002
准确性	n	3	0.00002
资本金	n	3	0.00002
资讯	n	3	0.00002
紫竹	nr	3	0.00002
自然人	n	3	0.00002
自行	d	3	0.00002
自由	a	3	0.00002
总预算	n	3	0.00002
最近	t	3	0.00002
最新	a	3	0.00002
做法	n	3	0.00002
座谈会	n	3	0.00002
汶川	ns	3	0.00002
浏览	vn	3	0.00002
溧阳	ns	3	0.00002
---	wp	2	0.000013
1.05亿	m	2	0.000013
1.27亿	m	2	0.000013
1.36亿	m	2	0.000013
10.3亿	m	2	0.000013
10.4亿	m	2	0.000013
103.3亿	m	2	0.000013
10日	t	2	0.000013
11.32亿	m	2	0.000013
118万	m	2	0.000013
11亿	m	2	0.000013
12.2亿	m	2	0.000013
120万	m	2	0.000013
1225万	m	2	0.000013
1268.87亿	m	2	0.000013
1275亿	m	2	0.000013
13.1亿	m	2	0.000013
1338.3亿	m	2	0.000013
13:30-15:00	m	2	0.000013
13万	m	2	0.000013
14.3亿	m	2	0.000013
14.4亿	m	2	0.000013
14.5亿	m	2	0.000013
14日	t	2	0.000013
1500万	m	2	0.000013
16.2亿	m	2	0.000013
16.5亿	m	2	0.000013
164.1亿	m	2	0.000013
167.7亿	m	2	0.000013
16万	m	2	0.000013
16亿	m	2	0.000013
17日	t	2	0.000013
17万	m	2	0.000013
17亿	m	2	0.000013
18.5亿	m	2	0.000013
1999年	t	2	0.000013
2.8万	m	2	0.000013
2001年	t	2	0.000013
2006—2020	m	2	0.000013
200万	m	2	0.000013
2014.09.02	m	2	0.000013
21万	m	2	0.000013
22.1亿	m	2	0.000013
22.4亿	m	2	0.000013
22亿	m	2	0.000013
23.1亿	m	2	0.000013
2361万	m	2	0.000013
24.8亿	m	2	0.000013
25.7亿	m	2	0.000013
26.5亿	m	2	0.000013
26.9亿	m	2	0.000013
26日	t	2	0.000013
278万	m	2	0.000013
28.6亿	m	2	0.000013
28.7亿	m	2	0.000013
2873.6亿	m	2	0.000013
28亿	m	2	0.000013
29.7亿	m	2	0.000013
299.9亿	m	2	0.000013
3.3亿	m	2	0.000013
3.53亿	m	2	0.000013
30.2亿	m	2	0.000013
300万	m	2	0.000013
30万	m	2	0.000013
31.2亿	m	2	0.000013
32.2亿	m	2	0.000013
3436亿	m	2	0.000013
343万	m	2	0.000013
357.55亿	m	2	0.000013
36.6亿	m	2	0.000013
360万	m	2	0.000013
37.2亿	m	2	0.000013
387.8亿	m	2	0.000013
38亿	m	2	0.000013
3亿	m	2	0.000013
4%-6%	m	2	0.000013
4.8亿	m	2	0.000013
41.8亿	m	2	0.000013
42.7亿	m	2	0.000013
43.8亿	m	2	0.000013
45.3亿	m	2	0.000013
45.4亿	m	2	0.000013
48.5亿	m	2	0.000013
4日	t	2	0.000013
5+3+1	m	2	0.000013
5.6万	m	2	0.000013
5.8亿	m	2	0.000013
50亿	m	2	0.000013
51.7亿	m	2	0.000013
550.5亿	m	2	0.000013
56.4亿	m	2	0.000013
577亿	m	2	0.000013
5亿	m	2	0.000013
6.1亿	m	2	0.000013
6.5亿	m	2	0.000013
6.7万	m	2	0.000013
6.7亿	m	2	0.000013
6.9万	m	2	0.000013
62.3亿	m	2	0.000013
62.6亿	m	2	0.000013
663.2亿	m	2	0.000013
68.7亿	m	2	0.000013
68万	m	2	0.000013
7.1亿	m	2	0.000013
7.3亿	m	2	0.000013
7.4亿	m	2	0.000013
7.5万	m	2	0.000013
7.94亿	m	2	0.000013
70亿	m	2	0.000013
71.32亿	m	2	0.000013
73亿	m	2	0.000013
74.1亿	m	2	0.000013
745万	m	2	0.000013
7日	t	2	0.000013
8.2亿	m	2	0.000013
8.5万	m	2	0.000013
8.8亿	m	2	0.000013
82亿	m	2	0.000013
9.75万	m	2	0.000013
9.9亿	m	2	0.000013
932万	m	2	0.000013
98亿	m	2	0.000013
